subscription_id,account_id,plan,monthly_revenue,annual_contract_value,renewal_date,status
SUB001130,ACC000592,Professional,2067.08,23496.36,2026-08-03,Active
SUB001131,ACC000428,Enterprise,15660.57,165142.58,2027-01-12,Active
SUB001132,ACC001192,Professional,4950.34,54494.21,2026-05-23,Paused
SUB001133,ACC001536,Professional,3861.66,42315.64,2026-03-28,Cancelled
SUB001134,ACC001561,Enterprise,42305.3,439850.98,2026-02-28,Active
SUB001135,ACC001191,Enterprise,21677.53,251859.26,2026-09-07,Active
SUB001136,ACC002207,Enterprise,21815.22,243960.1,2027-01-10,Active
SUB001137,ACC000433,Growth,880.57,9775.4,2027-06-30,Active
SUB001138,ACC000033,Starter,435.52,4571.17,2026-07-10,Trial
SUB001139,ACC002310,Growth,584.69,6661.3,2027-01-01,Active
SUB001140,ACC002993,Enterprise,39514.38,460270.02,2027-01-07,Active
SUB001141,ACC000021,Enterprise,31256.09,373518.7,2026-12-14,Active
SUB001142,ACC000231,Enterprise,41889.08,462803.75,2027-01-08,Active
SUB001143,ACC002810,Starter,239.79,2627.8,2026-03-26,Paused
SUB001144,ACC000907,Professional,3815.39,42672.8,2026-09-08,Active
SUB001145,ACC000134,Growth,1489.99,15666.93,2026-12-27,Active
SUB001146,ACC002762,Professional,7329.47,81638.52,2026-07-04,Paused
SUB001147,ACC000253,Growth,951.14,11134.72,2026-05-02,Paused
SUB001148,ACC002713,Enterprise,46262.14,502204.26,2026-03-08,Paused
SUB001149,ACC002410,Professional,5880.42,61773.83,2026-07-11,Active
SUB001150,ACC002599,Professional,4262.44,44040.68,2026-10-02,Active
SUB001151,ACC002555,Starter,-414.04,4933.62,2027-04-19,Active
SUB001152,ACC002350,Professional,5336.45,54914.84,2026-07-13,Trial
SUB001153,ACC000960,Professional,3455.89,40608.92,2026-02-11,Cancelled
SUB001154,ACC000001,Professional,3148.78,36279.21,2026-07-23,Trial
SUB001155,ACC001896,Enterprise,12439.16,134264.99,2027-01-10,Active
SUB001156,ACC000154,Enterprise,44939.02,512769.96,2026-12-14,Active
SUB001157,ACC001332,Starter,393.04,4408.35,2027-06-17,Active
SUB001158,ACC002922,Enterprise,12336.61,134906.16,2027-05-02,Active
SUB001159,ACC000359,Growth,1853.81,19499.14,2027-02-16,Active
SUB001160,ACC001340,Growth,576.85,6403.43,2026-08-17,Active
SUB001161,ACC002872,Growth,548.76,6059.63,2027-06-10,Active
SUB001162,ACC002821,Professional,5303.65,59132.82,2027-04-19,Active
SUB001163,ACC001297,Professional,,41351.25,2027-01-17,Active
SUB001164,ACC000233,Professional,4163.87,46804.72,2026-09-12,Active
SUB001165,ACC002132,Growth,1691.1,17540.89,2026-10-25,Active
SUB001166,ACC001921,Professional,6179.61,67994.16,2027-05-18,Active
SUB001167,ACC001970,Growth,1150.16,12117.05,2026-10-09,Active
SUB001168,ACC002068,Growth,769.52,8464.06,2027-01-01,Active
SUB001169,ACC001041,Professional,3436.64,41179.12,2027-03-17,Active
SUB001170,ACC002570,Starter,193.53,2133.93,2027-05-27,Active
SUB001171,ACC002276,Professional,6915.64,74326.94,2027-05-29,Active
SUB001172,ACC002430,Growth,1086.22,12487.63,2026-12-07,Active
SUB001173,ACC002255,Professional,4551.99,47821.07,2027-04-16,Active
SUB001174,ACC001311,Growth,513.16,5995.41,2026-04-10,Paused
SUB001175,ACC001734,Growth,1467.05,15467.17,2026-02-05,Cancelled
SUB001176,ACC002392,Enterprise,37438.7,409563.97,2026-09-19,Active
SUB001177,ACC000395,Growth,1019.64,10802.94,2026-09-23,Active
SUB001178,ACC001337,Enterprise,11972.82,128806.14,2026-11-01,Active
SUB001179,ACC000420,Enterprise,13210.24,136333.71,2026-12-06,Active
SUB001180,ACC001691,Starter,393.29,4706.13,2026-12-27,Active
SUB001181,ACC002166,Professional,2926.12,32898.09,2026-01-16,Cancelled
SUB001182,ACC002214,Enterprise,27547.24,315291.75,2026-11-10,Active
SUB001183,ACC002796,Starter,270.03,3013.87,2026-07-08,Active
SUB001184,ACC001022,Professional,,27230.92,2027-04-27,Active
SUB001185,ACC001489,Starter,212.25,2515.8,2026-09-17,Active
SUB001186,ACC001078,Enterprise,10642.75,112433.1,2026-07-16,Active
SUB001187,ACC000180,Professional,5901.99,61267.18,2027-01-05,Active
SUB001188,ACC000551,Growth,778.15,8741.62,2027-03-19,Active
SUB001189,ACC001128,Professional,2938.98,32385.29,2026-07-15,Trial
SUB001190,ACC000430,Enterprise,8164.85,86678.22,2026-10-27,Active
SUB001191,ACC001958,Enterprise,12241.82,127470.8,2026-08-30,Active
SUB001192,ACC001660,Enterprise,47366.7,566774.22,2026-03-05,Cancelled
SUB001193,ACC002170,Enterprise,20502.93,233763.71,2025-12-01,Active
SUB001194,ACC002326,Enterprise,37812.94,418386.02,2026-07-20,Active
SUB001195,ACC000172,Growth,1296.42,13816.8,2026-07-25,Trial
SUB001196,ACC000456,Growth,1696.93,19359.85,2026-12-09,Active
SUB001197,ACC002769,Enterprise,7763.03,80392.7,2026-11-09,Active
SUB001198,ACC000367,Professional,5936.79,70078.68,2026-04-30,Cancelled
SUB001199,ACC002976,Professional,2927.84,31684.17,2026-05-31,Cancelled
SUB001200,ACC001435,Starter,166.21,1971.25,2026-01-15,Cancelled
SUB001201,ACC002699,Starter,389.94,4028.16,2026-01-17,Paused
SUB001202,ACC000926,Professional,6470.07,68566.72,2026-04-30,Cancelled
SUB001203,ACC000642,Growth,1099.99,11345.72,2027-02-23,Active
SUB001204,ACC000894,Professional,-3227.41,33902.53,2027-04-11,Active
SUB001205,ACC002877,Enterprise,24696.51,257865.28,2026-07-28,Trial
SUB001206,ACC000724,Growth,1324.0,14183.38,2026-04-09,Cancelled
SUB001207,ACC002767,Growth,800.81,9164.4,2026-07-15,Active
SUB001208,ACC000596,Professional,7231.98,74488.01,2026-07-14,Active
SUB001209,ACC001642,Growth,625.92,7062.88,2026-07-25,Active
SUB001210,ACC000481,Growth,1750.22,19908.23,2026-09-02,Active
SUB001211,ACC000238,Professional,4433.88,52209.65,2026-01-29,Paused
SUB001212,ACC002664,Starter,478.2,5689.24,2027-03-26,Active
SUB001213,ACC001916,Professional,2471.87,25330.38,2027-02-06,Active
SUB001214,ACC000765,Growth,512.8,5733.06,2027-05-25,Active
SUB001215,ACC000952,Growth,1700.9,18594.85,2027-05-08,Active
SUB001216,ACC002418,Professional,3471.13,38886.78,2027-05-17,Active
SUB001217,ACC000536,Enterprise,18004.21,205262.01,2027-01-06,Active
SUB001218,ACC001424,Growth,1491.51,17730.95,2027-06-11,Active
SUB001219,ACC002339,Growth,1170.49,13913.08,2027-01-07,Active
SUB001220,ACC000959,Enterprise,23869.41,261826.33,2027-04-11,Active
SUB001221,ACC000158,Enterprise,8250.82,92811.37,2026-07-15,Active
SUB001222,ACC002783,Growth,695.73,7743.62,2027-02-13,Active
SUB001223,ACC000823,Professional,6562.95,71216.89,2027-04-15,Active
SUB001224,ACC000773,Growth,1882.45,21404.91,2026-08-26,Active
SUB001225,ACC001428,Professional,5216.56,62202.94,2026-08-18,Active
SUB001226,ACC002789,Professional,7366.92,80738.65,2027-03-27,Active
SUB001227,ACC002108,Starter,249.97,2662.96,2026-07-12,Trial
SUB001228,ACC001101,Starter,102.78,1096.31,2027-02-16,Active
SUB001229,ACC001829,Enterprise,48853.94,547550.43,2026-07-05,Paused
SUB001230,ACC001265,Professional,3913.71,42514.18,2026-07-08,Trial
SUB001231,ACC002967,Enterprise,45683.47,537632.86,2027-04-20,Active
SUB001232,ACC001316,Professional,5763.58,61887.68,2026-09-03,Active
SUB001233,ACC000652,Professional,5023.44,59638.49,2026-07-12,Trial
SUB001234,ACC001052,Enterprise,43782.76,453913.04,2026-11-21,Active
SUB001235,ACC001988,Professional,2458.01,28052.93,2027-01-29,Active
SUB001236,ACC001282,Professional,5862.03,60635.48,2027-03-12,Active
SUB001237,ACC000688,Enterprise,24489.32,256437.59,2026-06-25,Paused
SUB001238,ACC001436,Enterprise,16371.14,180566.61,2026-09-27,Active
SUB001239,ACC000601,Professional,4844.28,56201.08,2026-11-25,Active
SUB001240,ACC000407,Professional,7240.83,75435.1,2026-07-27,Trial
SUB001241,ACC001726,Professional,5852.69,61726.79,2026-07-28,Trial
SUB001242,ACC000665,Enterprise,9128.44,97887.84,2026-08-04,Trial
SUB001243,ACC002917,Starter,395.57,4473.87,2027-04-11,Active
SUB001244,ACC001354,Professional,3951.83,45241.94,2026-05-28,Paused
SUB001245,ACC002466,Starter,117.4,1357.8,2026-11-25,Active
SUB001246,ACC002806,Professional,2946.57,33937.83,2026-10-17,Active
SUB001247,ACC002219,Enterprise,31622.65,366091.03,2026-04-10,Paused
SUB001248,ACC000559,Professional,3928.54,46180.2,2026-12-01,Active
SUB001249,ACC001147,Growth,1509.1,16792.38,2027-04-16,Active
SUB001250,ACC002519,Enterprise,10106.45,103685.12,2026-08-22,Active
SUB001251,ACC000028,Professional,3851.58,46108.45,2026-09-24,Active
SUB001252,ACC002721,Professional,3582.56,38748.12,2026-08-01,Trial
SUB001253,ACC002520,Enterprise,23803.55,258078.43,2026-05-21,Cancelled
SUB001254,ACC000628,Professional,7325.24,83134.32,2027-01-10,Active
SUB001255,ACC001372,Professional,3637.71,40069.66,2027-02-16,Active
SUB001256,ACC002157,Enterprise,48588.82,534062.98,2026-10-13,Active
SUB001257,ACC000746,Growth,1255.93,12874.36,2026-11-14,Active
SUB001258,ACC001095,Enterprise,10645.41,114815.39,2027-03-25,Active
SUB001259,ACC002057,Growth,626.39,7512.53,2026-09-20,Active
SUB001260,ACC001179,Starter,217.24,2553.28,2026-11-02,Active
SUB001261,ACC000310,Professional,3824.18,40392.26,2027-06-02,Active
SUB001262,ACC002124,Professional,4260.76,47640.87,2027-02-18,Active
SUB001263,ACC002269,Growth,1830.78,21054.08,2026-08-29,Active
SUB001264,ACC000061,Professional,5932.28,71138.98,2026-02-06,Paused
SUB001265,ACC000112,Growth,1039.59,12244.58,2026-03-10,Paused
SUB001266,ACC000182,Professional,7276.69,80446.61,2026-02-02,Cancelled
SUB001267,ACC001510,Enterprise,30850.86,329323.81,2026-09-17,Active
SUB001268,ACC001696,Growth,730.28,8463.37,2027-02-19,Active
SUB001269,ACC001029,Professional,2479.36,28495.66,2027-04-24,Active
SUB001270,ACC002916,Professional,3761.27,40503.29,2026-04-17,Paused
SUB001271,ACC001152,Enterprise,27433.13,293834.17,2026-12-26,Active
SUB001272,ACC000396,Growth,1540.86,18269.22,2027-03-17,Active
SUB001273,ACC000817,Growth,764.28,8969.74,2026-07-13,Trial
SUB001274,ACC001404,Professional,4327.1,47315.74,2027-06-11,Active
SUB001275,ACC002066,Professional,6779.91,78663.45,2027-05-18,Active
SUB001276,ACC000637,Enterprise,19498.46,229033.4,2026-07-30,Trial
SUB001277,ACC000237,Growth,1446.27,16352.68,2026-05-15,Cancelled
SUB001278,ACC000032,Growth,668.46,7091.15,2027-04-12,Active
SUB001279,ACC002315,Enterprise,18601.71,199720.24,2027-04-11,Active
SUB001280,ACC002812,Starter,399.54,4252.6,2025-10-03,Active
SUB001281,ACC000607,Growth,1178.03,12179.63,2026-10-09,Active
SUB001282,ACC000560,Professional,3882.09,42415.15,2027-06-27,Active
SUB001283,ACC000479,Starter,152.19,1808.67,2026-07-23,Active
SUB001284,ACC002655,Enterprise,37548.79,406500.61,2026-07-13,Trial
SUB001285,ACC002972,Growth,1674.62,17279.02,2026-12-13,Active
SUB001286,ACC001670,Growth,1824.02,20583.65,2026-03-16,Paused
SUB001287,ACC000448,Enterprise,23077.27,236024.45,2027-06-21,Active
SUB001288,ACC000661,Growth,1399.86,16484.03,2027-01-13,Active
SUB001289,ACC001928,Starter,162.18,1736.4,2027-06-21,Active
SUB001290,ACC000202,Starter,454.16,5268.68,2027-05-17,Active
SUB001291,ACC002934,Enterprise,23101.17,259270.35,2026-09-23,Active
SUB001292,ACC000939,Growth,1114.28,13001.12,2027-05-07,Active
SUB001293,ACC002346,Professional,6597.9,67491.54,2027-03-09,Active
SUB001294,ACC001607,Growth,1164.76,13326.89,2027-03-03,Active
SUB001295,ACC000424,Growth,628.12,7177.92,2026-06-28,Cancelled
SUB001296,ACC001053,Enterprise,12687.32,146359.27,2026-08-13,Active
SUB001297,ACC001658,Growth,737.12,7715.78,2026-04-17,Paused
SUB001298,ACC001924,Enterprise,27765.23,325929.88,2026-08-02,Trial
SUB001299,ACC001223,Enterprise,42031.91,460060.44,2026-12-03,Active
SUB001300,ACC001086,Starter,466.33,5366.11,2026-07-21,Trial
SUB001301,ACC001261,Professional,3355.63,40134.4,2027-05-28,Active
SUB001302,ACC002439,Starter,267.69,2912.02,2026-03-12,Paused
SUB001303,ACC001232,Professional,6795.2,73551.51,2026-03-31,Cancelled
SUB001304,ACC002735,Professional,5761.4,60727.39,2027-03-27,Active
SUB001305,ACC002836,Professional,7425.34,80565.24,2027-01-09,Active
SUB001306,ACC002212,Enterprise,32805.29,342814.64,2027-07-06,Active
SUB001307,ACC001371,Growth,725.01,8486.81,2027-03-24,Active
SUB001308,ACC001867,Growth,581.88,6694.62,2026-02-06,Cancelled
SUB001309,ACC000550,Growth,678.9,7543.96,2027-03-12,Active
SUB001310,ACC002160,Enterprise,8574.49,97879.05,2027-04-26,Active
SUB001311,ACC002869,Enterprise,10967.13,125165.71,2026-09-22,Active
SUB001312,ACC000132,Professional,2679.44,29391.51,2026-07-11,Trial
SUB001313,ACC001289,Professional,4428.65,47073.02,2027-01-30,Active
SUB001314,ACC002290,Growth,1148.28,13083.3,2026-09-15,Active
SUB001315,ACC002855,Starter,481.9,5346.0,2026-05-28,Active
SUB001316,ACC001501,Growth,1972.65,20573.49,2026-01-26,Cancelled
SUB001317,ACC000188,Professional,,50326.59,2027-07-04,Active
SUB001318,ACC001515,Growth,,11395.98,2027-04-11,Active
SUB001319,ACC000605,Growth,1271.28,13036.36,2026-07-11,Active
SUB001320,ACC001290,Growth,658.94,6737.74,2026-07-11,Active
SUB001321,ACC001486,Professional,7449.82,82710.65,2027-01-13,Active
SUB001322,ACC002069,Growth,681.42,7389.84,2026-10-29,Active
SUB001323,ACC002790,Starter,494.71,5589.54,2027-01-07,Active
SUB001324,ACC000489,Enterprise,39721.4,476480.03,2026-10-02,Active
SUB001325,ACC001136,Starter,134.52,1375.29,2027-04-22,Active
SUB001326,ACC000970,Enterprise,45259.7,469369.2,2026-07-28,Trial
SUB001327,ACC001292,Professional,3277.27,37650.01,2026-11-23,Active
SUB001328,ACC002768,Professional,3685.52,42542.41,2026-05-22,Cancelled
SUB001329,ACC001654,Starter,175.33,1928.23,2027-01-10,Active
SUB001330,ACC002545,Enterprise,13778.68,141749.61,2027-04-26,Active
SUB001331,ACC000081,Starter,464.24,4766.12,2027-02-13,Active
SUB001332,ACC001150,Growth,1203.34,14267.94,2027-02-21,Active
SUB001333,ACC000050,Enterprise,30176.42,321551.68,2026-11-12,Active
SUB001334,ACC001170,Enterprise,20978.13,222084.07,2026-11-05,Active
SUB001335,ACC000073,Growth,861.92,10159.64,2026-04-29,Paused
SUB001336,ACC001279,Growth,856.13,9641.39,2027-03-26,Active
SUB001337,ACC000445,Professional,-5636.6,65038.26,2026-12-22,Active
SUB001338,ACC001183,Professional,3542.79,37212.36,2026-08-02,Trial
SUB001339,ACC001885,Growth,-1377.04,16392.34,2027-04-16,Active
SUB001340,ACC002530,Starter,135.13,1468.61,2026-09-24,Active
SUB001341,ACC001387,Growth,1737.3,18399.64,2026-02-12,Paused
SUB001342,ACC000830,Enterprise,49216.93,565355.83,2027-07-05,Active
SUB001343,ACC001214,Professional,7451.12,77157.24,2026-07-24,Trial
SUB001344,ACC001156,Professional,3483.17,36647.0,2027-07-03,Active
SUB001345,ACC002314,Professional,5818.2,67403.13,2026-07-27,Active
SUB001346,ACC002536,Professional,6277.07,68564.94,2026-10-12,Active
SUB001347,ACC000553,Growth,1838.42,20422.8,2026-02-07,Paused
SUB001348,ACC000867,Growth,1551.49,16361.14,2027-01-30,Active
SUB001349,ACC001313,Enterprise,,314325.1,2026-08-01,Trial
SUB001350,ACC000835,Growth,1791.56,20113.42,2027-04-01,Active
SUB001351,ACC001610,Starter,112.32,1310.85,2027-05-15,Active
SUB001352,ACC001977,Growth,1249.84,13272.52,2026-07-27,Trial
SUB001353,ACC001315,Growth,-1626.11,16758.43,2026-01-30,Cancelled
SUB001354,ACC000144,Professional,3759.25,38425.97,2026-07-25,Active
SUB001355,ACC000210,Enterprise,8204.49,98392.44,2027-06-27,Active
SUB001356,ACC001309,Professional,3849.53,45806.74,2027-03-12,Active
SUB001357,ACC002740,Growth,1493.6,16287.72,2026-03-11,Cancelled
SUB001358,ACC002007,Enterprise,-43120.94,475757.68,2026-07-14,Active
SUB001359,ACC000561,Starter,487.55,5537.16,2026-10-01,Active
SUB001360,ACC002684,Professional,3483.6,40718.84,2027-05-15,Active
SUB001361,ACC000369,Professional,2480.32,27059.27,2026-09-29,Active
SUB001362,ACC001256,Enterprise,8866.37,92660.59,2026-07-16,Active
SUB001363,ACC001478,Professional,6652.51,79384.21,2026-07-24,Active
SUB001364,ACC000003,Professional,3799.74,38915.88,2026-08-30,Active
SUB001365,ACC000747,Enterprise,46419.81,544744.05,2026-03-29,Paused
SUB001366,ACC000577,Starter,390.06,4574.5,2026-07-29,Trial
SUB001367,ACC000005,Starter,234.22,2758.32,2026-03-11,Paused
SUB001368,ACC002709,Growth,1741.46,20205.72,2026-07-25,Trial
SUB001369,ACC002395,Professional,5842.58,68488.51,2027-01-06,Active
SUB001370,ACC002181,Professional,3718.54,41596.88,2026-08-10,Active
SUB001371,ACC002098,Enterprise,46494.1,557449.02,2027-01-11,Active
SUB001372,ACC001913,Starter,376.31,4031.92,2026-10-18,Active
SUB001373,ACC002168,Growth,1563.64,16867.82,2026-01-11,Cancelled
SUB001374,ACC001961,Starter,132.63,1477.31,2027-03-11,Active
SUB001375,ACC001336,Starter,192.44,1981.81,2026-07-13,Active
SUB001376,ACC002551,Professional,6091.61,62680.6,2026-07-25,Trial
SUB001377,ACC001378,Professional,2733.49,28710.54,2026-07-05,Paused
SUB001378,ACC000454,Growth,556.19,5927.41,2027-06-30,Active
SUB001379,ACC000451,Growth,1068.06,12159.83,2026-02-01,Cancelled
SUB001380,ACC001087,Growth,1005.54,11000.29,2026-12-23,Active
SUB001381,ACC002788,Starter,269.64,3192.0,2026-07-16,Active
SUB001382,ACC001917,Growth,586.79,6806.99,2026-06-11,Cancelled
SUB001383,ACC001863,Growth,787.41,8195.97,2026-02-06,Paused
SUB001384,ACC001705,Starter,124.05,1268.55,2026-08-04,Active
SUB001385,ACC002878,Enterprise,48471.45,494882.24,2026-09-13,Active
SUB001386,ACC000042,Starter,290.8,3150.35,2026-12-16,Active
SUB001387,ACC001767,Professional,3756.25,41111.11,2027-01-09,Active
SUB001388,ACC002670,Professional,4341.89,50946.9,2027-02-02,Active
SUB001389,ACC001314,Enterprise,20065.54,212457.9,2027-04-06,Active
SUB001390,ACC002683,Enterprise,46350.66,473455.21,2026-07-30,Active
SUB001391,ACC001403,Professional,7254.08,79109.34,2026-08-02,Active
SUB001392,ACC000143,Professional,2324.85,23798.11,2026-05-15,Paused
SUB001393,ACC000922,Starter,172.15,2056.89,2026-08-03,Trial
SUB001394,ACC002935,Enterprise,23590.35,254571.93,2027-03-04,Active
SUB001395,ACC002238,Professional,6060.45,70846.6,2026-06-25,Paused
SUB001396,ACC000928,Professional,2901.94,32901.49,2026-12-01,Active
SUB001397,ACC002318,Enterprise,12324.94,133261.77,2026-04-26,Paused
SUB001398,ACC000533,Enterprise,47383.07,566280.51,2026-10-24,Active
SUB001399,ACC000151,Enterprise,19015.25,223617.78,2026-02-19,Paused
SUB001400,ACC002044,Professional,4481.05,48733.17,2027-07-02,Active
SUB001401,ACC002453,Growth,1137.12,12520.44,2026-07-15,Trial
SUB001402,ACC001754,Growth,619.77,6856.12,2027-06-16,Active
SUB001403,ACC000281,Growth,1757.13,19442.03,2026-12-25,Active
SUB001404,ACC002281,Growth,1737.06,19098.77,2026-04-23,Paused
SUB001405,ACC000037,Professional,6158.75,70413.34,2026-07-24,Trial
SUB001406,ACC001720,Professional,4336.07,48366.69,2026-12-31,Active
SUB001407,ACC000229,Enterprise,9268.18,96093.93,2026-09-17,Active
SUB001408,ACC001657,Growth,1067.86,11827.14,2026-08-16,Active
SUB001409,ACC001368,Enterprise,31778.39,371496.3,2027-06-09,Active
SUB001410,ACC001188,Enterprise,38481.45,441865.51,2026-01-27,Cancelled
SUB001411,ACC000484,Starter,149.77,1705.73,2027-04-01,Active
SUB001412,ACC001334,Professional,7368.35,80014.83,2027-06-30,Active
SUB001413,ACC001201,Growth,1633.19,18180.55,2027-05-25,Active
SUB001414,ACC000460,Enterprise,31248.92,370529.24,2026-10-18,Active
SUB001415,ACC001483,Enterprise,19637.55,214363.66,2026-04-29,Cancelled
SUB001416,ACC002371,Professional,4160.5,46368.03,2026-11-27,Active
SUB001417,ACC001553,Growth,667.43,7036.47,2027-02-02,Active
SUB001418,ACC000532,Professional,2531.91,29004.51,2026-08-02,Trial
SUB001419,ACC000214,Growth,1608.21,18552.41,2026-09-20,Active
SUB001420,ACC000796,Growth,1591.83,17178.01,2027-01-21,Active
SUB001421,ACC002234,Enterprise,38064.66,391428.49,2026-10-03,Active
SUB001422,ACC002598,Growth,1452.99,15279.01,2027-02-22,Active
SUB001423,ACC002483,Professional,6118.17,71349.63,2027-01-16,Active
SUB001424,ACC000654,Growth,1553.34,18469.17,2027-04-01,Active
SUB001425,ACC002362,Starter,321.9,3795.74,2026-03-15,Paused
SUB001426,ACC002858,Professional,5712.99,58900.09,2027-03-08,Active
SUB001427,ACC000954,Growth,1555.06,16459.78,2027-03-07,Active
SUB001428,ACC001596,Professional,2469.53,27770.45,2027-04-12,Active
SUB001429,ACC002013,Growth,823.79,9251.88,2027-01-20,Active
SUB001430,ACC001810,Professional,4927.12,53052.52,2027-02-28,Active
SUB001431,ACC002489,Growth,1898.66,22779.64,2026-04-04,Paused
SUB001432,ACC000175,Professional,,70852.1,2026-05-05,Active
SUB001433,ACC002335,Professional,7293.26,79204.8,2027-01-12,Active
SUB001434,ACC002937,Enterprise,11295.7,121156.3,2027-01-04,Active
SUB001435,ACC002043,Starter,308.16,3318.01,2027-06-29,Active
SUB001436,ACC002203,Enterprise,26439.62,272721.09,2026-10-09,Active
SUB001437,ACC002277,Professional,6462.62,72494.1,2026-10-06,Active
SUB001438,ACC002500,Professional,2954.8,32614.46,2027-06-18,Active
SUB001439,ACC002040,Growth,1512.63,16065.76,2026-11-12,Active
SUB001440,ACC000103,Growth,915.44,9352.62,2026-12-03,Active
SUB001441,ACC000876,Professional,2097.12,23015.82,2027-02-05,Active
SUB001442,ACC001966,Starter,297.65,3424.57,2026-10-21,Active
SUB001443,ACC002793,Growth,1561.15,17755.63,2027-02-26,Active
